run_id,compactor_model,scale,roll_diameter_in,roll_width_in,roll_diameter_cm,roll_width_cm,max_roll_pressure_kn_cm,integrated_mill,total_power_kw,material,feed_density_gcc,deformation_type,roll_pressure_fraction,scf_kn_cm,roll_speed_rpm,hfs_speed_rpm,vfs_hfs_ratio,gap_width_mm,ribbon_rel_density,ribbon_density_gcc,ribbon_porosity,density_cv_pct,fines_pct,granule_yield_pct,in_zinchuk_window,throughput_kg_hr,throughput_lbs_hr,specific_energy_kwh_tonne,changeover_time_hr,replicate
359,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,lactose_DCL11,0.62,brittle,0.3,0.52,2,100,1.2,1.25,0.3903,0.5659,0.6097,9.41,37.44,61.67,No,313.8,691.7,35.12,2.5,2
360,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,lactose_DCL11,0.62,brittle,0.5,0.87,8,15,0.6,1.3,0.3905,0.5663,0.6095,5.26,39.6,58.79,No,285.4,629.3,46.6,2.5,3
361,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,10,100,0.6,1.53,0.4091,0.6095,0.5909,3.42,37.51,62.4,No,206.5,455.3,75.44,2.5,1
362,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,6,15,1.0,1.48,0.4738,0.7059,0.5262,4.48,33.51,66.52,No,119.5,263.4,159.03,2.5,1
363,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,4,75,0.6,1.26,0.375,0.5587,0.625,5.46,37.38,62.17,No,146.6,323.2,90.73,2.5,1
364,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,2,75,1.2,1.72,0.3965,0.5907,0.6035,7.98,37.04,61.32,No,133.9,295.3,116.31,2.5,3
365,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,10,75,1.2,1.33,0.4257,0.6343,0.5743,3.69,37.82,63.28,No,189.7,418.1,100.18,2.5,3
366,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,10,30,1.0,1.76,0.448,0.6675,0.552,3.95,35.0,64.75,No,152.1,335.4,113.65,2.5,1
367,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,6,15,1.2,1.29,0.4521,0.6736,0.5479,4.81,31.7,66.89,No,121.2,267.1,156.81,2.5,2
368,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,10,30,0.6,1.29,0.3771,0.5619,0.6229,4.8,36.76,62.5,No,151.3,333.6,72.83,2.5,2
369,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,2,75,1.0,1.28,0.415,0.6183,0.585,6.84,36.98,63.37,No,127.7,281.5,104.15,2.5,2
370,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,6,50,0.6,1.7,0.431,0.6421,0.569,4.05,35.5,64.14,No,136.6,301.2,126.57,2.5,3
371,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,8,75,1.0,1.7,0.4339,0.6465,0.5661,3.05,36.55,64.41,No,164.7,363.0,80.77,2.5,1
372,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,2,100,1.0,1.65,0.42,0.6258,0.58,9.34,38.99,61.53,No,143.5,316.5,108.54,2.5,3
373,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,10,15,0.8,1.53,0.3924,0.5847,0.6076,5.2,36.96,62.87,No,146.6,323.2,75.16,2.5,1
374,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,8,15,1.0,1.5,0.4713,0.7023,0.5287,4.42,33.51,66.62,No,135.4,298.6,140.3,2.5,2
375,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,4,100,0.8,1.25,0.3886,0.5791,0.6114,6.49,39.58,59.16,No,154.0,339.5,86.36,2.5,2
376,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,6,15,0.8,1.33,0.4029,0.6004,0.5971,5.13,38.64,61.2,No,116.2,256.2,134.05,2.5,3
377,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,4,75,1.2,1.59,0.4035,0.6012,0.5965,5.22,37.43,64.63,No,138.3,305.0,112.62,2.5,3
378,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,8,30,1.2,1.58,0.4014,0.5981,0.5986,4.94,39.13,61.2,No,138.9,306.3,112.14,2.5,3
379,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,8,15,1.0,1.42,0.4048,0.6031,0.5952,4.36,37.13,61.37,No,130.0,286.7,84.75,2.5,1
380,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,6,100,1.0,1.55,0.445,0.663,0.555,4.63,35.68,64.1,No,178.4,393.2,96.94,2.5,1
381,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,6,50,1.5,1.47,0.4001,0.5962,0.5999,4.26,36.87,63.73,No,139.8,308.1,111.48,2.5,3
382,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,6,100,1.0,1.37,0.4158,0.6196,0.5842,3.8,39.5,61.3,No,172.4,380.1,63.92,2.5,3
383,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,2,50,1.0,1.39,0.462,0.6884,0.538,5.78,35.29,63.67,No,113.6,250.5,167.23,2.5,3
384,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,10,30,0.6,1.41,0.3987,0.5941,0.6013,4.76,37.0,62.59,No,160.7,354.4,107.56,2.5,2
385,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,6,75,0.6,1.51,0.3808,0.5674,0.6192,4.33,37.01,63.13,No,156.8,345.7,70.28,2.5,2
386,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,4,15,0.6,1.35,0.4345,0.6474,0.5655,4.78,36.3,63.62,No,104.1,229.5,182.54,2.5,2
387,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,8,15,1.5,1.43,0.3988,0.5942,0.6012,5.64,38.77,60.86,No,122.4,269.8,155.25,2.5,1
388,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,6,100,0.8,1.27,0.3981,0.5932,0.6019,4.19,38.5,61.43,No,166.0,365.9,80.13,2.5,3
389,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,4,15,1.0,1.51,0.4393,0.6546,0.5607,4.07,36.32,64.67,No,98.5,217.1,175.61,2.5,3
390,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,4,75,1.5,1.77,0.3942,0.5873,0.6058,5.32,37.39,61.24,No,141.8,312.7,133.97,2.5,2
391,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,4,50,0.8,1.74,0.3878,0.5779,0.6122,3.86,38.88,62.35,No,131.4,289.7,83.87,2.5,2
392,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,4,50,1.0,1.41,0.4188,0.624,0.5812,3.59,37.02,62.63,No,125.6,277.0,87.72,2.5,1
393,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,2,75,0.8,1.28,0.4365,0.6503,0.5635,7.9,34.31,66.26,No,126.4,278.6,150.37,2.5,3
394,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,2,30,1.0,1.27,0.4298,0.6403,0.5702,3.84,36.8,63.24,No,99.1,218.4,134.26,2.5,3
395,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,10,30,0.8,1.58,0.3849,0.5735,0.6151,4.61,39.33,60.26,No,152.8,336.8,87.06,2.5,2
396,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,10,50,1.5,1.22,0.3773,0.5621,0.6227,4.77,40.56,59.03,No,175.9,387.9,62.64,2.5,1
397,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,6,50,0.6,1.53,0.385,0.5737,0.615,4.36,39.1,61.29,No,132.7,292.5,100.24,2.5,3
398,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,2,75,0.6,1.31,0.3777,0.5628,0.6223,8.15,40.95,58.86,No,127.5,281.1,104.31,2.5,1
399,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,6,100,1.0,1.43,0.4324,0.6442,0.5676,4.33,35.83,65.38,No,167.9,370.1,92.82,2.5,3
400,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,4,75,1.0,1.59,0.4486,0.6684,0.5514,4.45,38.06,62.71,No,146.1,322.1,118.36,2.5,2
401,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,6,30,0.6,1.29,0.4051,0.6036,0.5949,4.3,35.68,64.42,No,123.0,271.2,126.63,2.5,2
402,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,10,100,1.0,1.46,0.4138,0.6166,0.5862,3.2,35.06,65.16,No,197.9,436.4,55.67,2.5,2
403,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,6,100,1.2,1.64,0.3964,0.5906,0.6036,4.78,40.66,60.56,No,174.5,384.7,76.21,2.5,3
404,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,10,100,0.6,1.71,0.3995,0.5952,0.6005,3.68,37.96,62.39,No,197.2,434.8,67.44,2.5,2
405,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,8,30,1.2,1.29,0.3863,0.5756,0.6137,4.57,38.5,63.06,No,148.4,327.1,74.27,2.5,3
406,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,2,30,0.6,1.46,0.4055,0.6042,0.5945,4.75,38.19,62.82,No,95.2,209.9,163.61,2.5,1
407,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,8,100,1.5,1.34,0.3586,0.5343,0.6414,4.72,38.21,61.4,No,187.3,413.0,58.83,2.5,2
408,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,8,100,1.5,1.61,0.4218,0.6284,0.5782,4.92,38.49,62.93,No,182.5,402.3,104.11,2.5,1
409,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,2,100,0.8,1.55,0.3945,0.5879,0.6055,9.16,38.71,59.72,No,148.0,326.2,89.88,2.5,2
410,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,2,50,1.2,1.3,0.387,0.5766,0.613,5.95,39.34,60.52,No,114.3,251.9,116.41,2.5,3
411,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,4,50,1.5,1.64,0.3791,0.5648,0.6209,3.93,36.29,64.56,No,124.0,273.3,107.29,2.5,3
412,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,10,15,1.2,1.75,0.4379,0.6525,0.5621,4.89,36.54,62.98,No,149.8,330.3,126.83,2.5,3
413,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,6,50,1.2,1.71,0.4412,0.6574,0.5588,4.04,34.21,65.71,No,139.0,306.4,124.41,2.5,1
414,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,8,50,0.8,1.71,0.4243,0.6323,0.5757,4.32,38.31,60.49,No,153.3,337.9,112.82,2.5,1
415,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,2,50,1.0,1.22,0.4316,0.6432,0.5684,5.68,36.46,64.46,No,116.0,255.8,149.0,2.5,3
416,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,4,100,1.0,1.68,0.403,0.6005,0.597,6.13,38.67,63.39,No,156.1,344.1,85.21,2.5,3
417,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,2,100,1.0,1.73,0.4505,0.6712,0.5495,9.27,34.47,66.27,No,141.9,312.7,121.88,2.5,2
418,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,6,75,1.5,1.23,0.4311,0.6423,0.5689,4.7,36.12,63.94,No,161.9,356.8,117.39,2.5,1
419,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,10,75,0.8,1.26,0.3859,0.5749,0.6141,4.16,38.05,60.89,No,177.7,391.7,62.02,2.5,3
420,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,6,50,0.8,1.5,0.4399,0.6554,0.5601,3.7,40.03,60.58,No,134.1,295.6,128.97,2.5,2
421,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,6,75,1.2,1.61,0.4545,0.6772,0.5455,3.82,34.69,67.77,No,159.8,352.4,118.88,2.5,3
422,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,4,50,0.6,1.33,0.378,0.5632,0.622,4.66,39.26,61.55,No,128.2,282.6,103.77,2.5,1
423,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,10,15,0.6,1.53,0.3941,0.5873,0.6059,5.23,38.65,61.47,No,147.6,325.3,105.58,2.5,1
424,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,8,100,1.2,1.64,0.4123,0.6143,0.5877,4.04,34.4,65.0,No,180.1,397.1,73.83,2.5,1
425,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,2,50,1.0,1.69,0.4185,0.6236,0.5815,5.14,35.74,65.73,No,110.8,244.3,140.61,2.5,3
426,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,2,100,0.8,1.27,0.3655,0.5446,0.6345,9.69,39.1,61.25,No,141.7,312.3,77.79,2.5,3
427,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,10,15,1.2,1.21,0.4224,0.6293,0.5776,4.63,37.15,63.61,No,150.9,332.7,114.57,2.5,3
428,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,6,30,0.8,1.64,0.4386,0.6535,0.5614,4.33,36.33,64.07,No,126.4,278.6,150.33,2.5,1
429,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,6,30,1.2,1.68,0.4105,0.6116,0.5895,3.55,37.51,63.91,No,129.8,286.3,119.99,2.5,2
430,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,2,30,1.5,1.27,0.3761,0.5603,0.6239,4.89,39.59,61.96,No,99.4,219.2,110.82,2.5,3
431,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,10,100,1.5,1.61,0.3862,0.5755,0.6138,4.25,40.71,58.59,No,197.4,435.1,55.84,2.5,3
432,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,2,75,1.5,1.21,0.372,0.5543,0.628,8.22,39.27,59.98,No,123.7,272.6,107.54,2.5,2
433,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,4,15,1.5,1.74,0.3769,0.5616,0.6231,5.42,40.96,58.75,No,101.5,223.8,131.02,2.5,3
434,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,4,100,0.6,1.71,0.3824,0.5698,0.6176,6.13,40.73,56.73,No,164.9,363.6,94.47,2.5,2
435,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,10,30,1.0,1.75,0.395,0.5885,0.605,3.88,35.23,63.05,No,151.7,334.5,72.62,2.5,2
436,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,6,15,1.5,1.77,0.3681,0.5484,0.6319,5.25,36.97,60.68,No,119.5,263.4,111.32,2.5,2
437,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,6,100,0.8,1.38,0.42,0.6257,0.58,4.86,36.0,64.1,No,176.5,389.1,97.98,2.5,3
438,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,10,30,1.2,1.79,0.3886,0.5789,0.6114,4.45,38.59,61.59,No,159.2,351.0,69.21,2.5,1
439,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,6,75,0.8,1.55,0.4056,0.6043,0.5944,3.71,35.49,63.07,No,145.0,319.7,119.22,2.5,3
440,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,4,75,1.0,1.3,0.4593,0.6843,0.5407,4.41,34.15,68.16,No,148.6,327.6,127.86,2.5,2
441,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,6,100,1.0,1.39,0.4125,0.6146,0.5875,4.11,38.79,61.88,No,172.6,380.5,77.07,2.5,1
442,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,4,100,0.8,1.64,0.4048,0.6032,0.5952,5.85,37.33,63.45,No,166.7,367.5,103.73,2.5,1
443,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,4,30,1.5,1.28,0.3789,0.5646,0.6211,4.8,39.7,60.27,No,110.2,243.1,120.64,2.5,3
444,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,6,30,1.0,1.68,0.4254,0.6339,0.5746,3.74,36.53,62.27,No,122.6,270.2,127.13,2.5,2
445,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,8,15,1.2,1.44,0.3929,0.5854,0.6071,5.15,36.56,63.91,No,130.6,287.9,101.84,2.5,1
446,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,8,15,1.0,1.48,0.4485,0.6683,0.5515,4.59,36.15,65.08,No,132.2,291.5,130.78,2.5,2
447,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,4,50,0.6,1.72,0.4204,0.6264,0.5796,4.33,35.84,63.02,No,124.9,275.3,124.75,2.5,1
448,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,8,100,0.8,1.62,0.4607,0.6864,0.5393,3.62,34.56,65.39,No,191.3,421.7,99.32,2.5,2
449,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,2,50,0.8,1.67,0.3744,0.5578,0.6256,5.86,37.63,62.63,No,114.1,251.6,116.55,2.5,1
450,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,10,15,1.0,1.7,0.3898,0.5808,0.6102,4.51,36.13,63.38,No,141.6,312.1,77.84,2.5,1
451,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,6,75,1.0,1.58,0.4186,0.6237,0.5814,3.61,37.25,63.36,No,156.0,344.0,85.24,2.5,1
452,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,6,75,0.8,1.63,0.4438,0.6613,0.5562,3.36,34.6,65.49,No,152.5,336.3,113.35,2.5,1
453,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,6,50,1.0,1.2,0.3993,0.5949,0.6007,3.75,37.77,62.43,No,141.9,312.9,77.65,2.5,3
454,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,4,50,0.8,1.33,0.4041,0.6022,0.5959,4.03,38.9,61.8,No,126.3,278.4,105.3,2.5,3
455,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,10,100,1.0,1.38,0.4127,0.6149,0.5873,3.01,38.85,61.23,No,197.0,434.2,67.52,2.5,1
456,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,10,15,1.0,1.39,0.4378,0.6524,0.5622,4.03,34.59,64.43,No,150.0,330.6,126.7,2.5,2
457,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,8,100,1.2,1.28,0.4536,0.6758,0.5464,3.38,31.92,66.56,No,190.4,419.8,99.77,2.5,3
458,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,2,15,1.0,1.33,0.4886,0.728,0.5114,3.69,33.79,66.2,No,90.3,199.1,210.37,2.5,1
459,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,4,50,0.8,1.48,0.4129,0.6153,0.5871,4.51,36.79,64.33,No,131.4,289.7,101.22,2.5,1
460,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,6,100,0.6,1.27,0.361,0.5378,0.639,4.86,40.83,60.66,No,166.5,367.1,66.17,2.5,3
461,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,2,50,1.5,1.75,0.3909,0.5824,0.6091,6.28,39.47,60.61,No,116.0,255.6,149.11,2.5,2
462,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.7,1.21,8,50,0.6,1.74,0.3913,0.5831,0.6087,4.76,38.55,61.31,No,148.9,328.3,104.64,2.5,1
463,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,8,15,1.5,1.73,0.35,0.5215,0.65,5.29,38.36,61.86,No,131.1,289.0,84.07,2.5,1
464,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,10,30,1.2,1.64,0.4044,0.6026,0.5956,4.3,37.75,60.58,No,164.3,362.2,105.24,2.5,2
465,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,4,30,0.6,1.71,0.4432,0.6603,0.5568,4.62,35.84,64.41,No,109.2,240.8,173.95,2.5,2
466,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,4,30,1.2,1.55,0.4368,0.6509,0.5632,3.75,35.46,65.97,No,115.8,255.3,164.07,2.5,1
467,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,4,50,0.8,1.5,0.4398,0.6552,0.5602,3.91,35.15,65.61,No,126.8,279.6,136.34,2.5,3
468,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.3,0.52,8,15,1.5,1.68,0.3522,0.5247,0.6478,5.3,40.01,59.06,No,134.9,297.4,81.69,2.5,3
469,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,2,100,0.8,1.46,0.4083,0.6084,0.5917,9.64,36.82,62.86,No,148.9,328.2,89.34,2.5,1
470,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.85,1.47,6,50,1.2,1.76,0.4182,0.6232,0.5818,3.87,34.7,65.8,No,141.6,312.1,122.15,2.5,3
471,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,0.5,0.87,6,30,1.0,1.62,0.4161,0.62,0.5839,3.55,39.53,59.23,No,129.3,285.1,102.86,2.5,3
472,CL100250,Full Production,4.0,10,10.0,25,17.5,PM8,19.0,mannitol_SD200,0.48,brittle,1.0,1.73,2,100,0.6,1.56,0.4079,0.6078,0.5921,10.38,35.98,64.69,No,144.8,319.1,131.25,2.5,3
