run_id,time_s,scf_setpoint_kN_per_cm,scf_actual_kN_per_cm,gw_setpoint_mm,gw_actual_mm,roll_speed_rpm,screw_speed_rpm
25,12.0,4.0,4.044,2.0,2.0174,3.14,28.6
25,14.0,4.0,4.008,2.0,2.0102,3.26,28.2
25,16.0,4.0,3.961,2.0,1.9395,3.21,28.2
25,18.0,4.0,4.071,2.0,2.061,3.28,28.2
25,20.0,4.0,3.915,2.0,2.0156,3.17,27.6
25,22.0,4.0,3.982,2.0,2.0371,3.16,28.1
25,24.0,4.0,3.962,2.0,1.9699,3.25,28.1
25,26.0,4.0,4.032,2.0,1.9756,3.17,28.9
25,28.0,4.0,4.074,2.0,1.9886,3.32,29.3
25,30.0,4.0,3.992,2.0,1.9635,3.13,28.5
25,32.0,4.0,3.967,2.0,1.9756,3.25,27.8
25,34.0,4.0,4.067,2.0,2.0561,3.18,28.0
25,36.0,4.0,3.949,2.0,1.9939,3.23,28.5
25,38.0,4.0,4.04,2.0,1.9558,3.08,28.3
25,40.0,4.0,4.014,2.0,2.0179,3.15,28.3
25,42.0,4.0,3.993,2.0,1.9803,3.17,28.6
25,44.0,4.0,4.04,2.0,1.9893,3.24,28.6
25,46.0,4.0,3.991,2.0,2.0467,3.21,28.3
25,48.0,4.0,4.028,2.0,1.9884,3.19,28.9
25,50.0,4.0,3.941,2.0,2.0196,3.2,28.1
25,52.0,4.0,3.98,2.0,1.9837,3.17,27.7
25,54.0,4.0,4.009,2.0,1.9871,3.18,29.1
25,56.0,4.0,4.018,2.0,1.9773,3.16,27.9
25,58.0,4.0,4.128,2.0,2.0129,3.11,27.7
25,60.0,4.0,4.018,2.0,1.9513,3.18,29.0
25,62.0,4.0,3.984,2.0,2.0291,3.11,28.6
25,64.0,4.0,4.0,2.0,2.0137,3.26,27.8
25,66.0,4.0,4.017,2.0,1.9625,3.11,28.7
25,68.0,4.0,4.008,2.0,2.0017,3.17,28.6
25,70.0,4.0,4.067,2.0,2.0386,3.23,28.2
25,72.0,4.0,3.931,2.0,2.0658,3.09,28.0
25,74.0,4.0,3.997,2.0,2.0014,3.13,27.5
25,76.0,4.0,3.956,2.0,2.0515,3.11,27.0
25,78.0,4.0,4.021,2.0,2.0162,3.26,28.2
25,80.0,4.0,3.975,2.0,2.0032,3.16,27.8
25,82.0,4.0,3.956,2.0,2.0061,3.15,28.0
25,84.0,4.0,3.942,2.0,1.9713,3.22,28.0
25,86.0,4.0,4.053,2.0,1.9906,3.21,27.6
25,88.0,4.0,3.98,2.0,1.9945,3.21,28.6
25,90.0,4.0,4.035,2.0,2.0745,3.28,28.3
25,92.0,4.0,3.964,2.0,2.0117,3.16,28.2
25,94.0,4.0,3.997,2.0,2.0328,3.31,28.5
25,96.0,4.0,4.007,2.0,2.0007,3.27,27.5
25,98.0,4.0,3.99,2.0,2.0134,3.17,27.7
25,100.0,4.0,3.993,2.0,2.0149,3.13,27.8
25,102.0,4.0,4.004,2.0,1.9564,3.18,29.0
25,104.0,4.0,4.054,2.0,1.9315,3.25,29.8
25,106.0,4.0,3.997,2.0,2.0394,3.25,28.8
25,108.0,4.0,3.984,2.0,2.0427,3.26,29.0
25,110.0,4.0,4.037,2.0,1.9733,3.22,28.4
25,112.0,4.0,3.935,2.0,1.9777,3.28,29.4
25,114.0,4.0,4.022,2.0,1.9998,3.25,28.5
25,116.0,4.0,4.02,2.0,1.9879,3.19,27.9
25,118.0,4.0,3.953,2.0,2.0236,3.21,28.5
25,120.0,4.0,4.014,2.0,2.0206,3.18,29.9
25,122.0,4.0,3.995,2.0,2.0354,3.2,28.3
25,124.0,4.0,4.017,2.0,1.9921,3.2,27.5
25,126.0,4.0,4.05,2.0,1.9456,3.22,28.6
25,128.0,4.0,4.008,2.0,2.004,3.09,28.8
25,130.0,4.0,3.982,2.0,2.0118,3.15,27.8
25,132.0,4.0,3.978,2.0,1.9789,3.08,28.3
25,134.0,4.0,4.069,2.0,1.9807,3.27,28.5
25,136.0,4.0,4.074,2.0,1.9765,3.12,28.4
25,138.0,4.0,4.074,2.0,2.0888,3.24,27.0
25,140.0,4.0,3.982,2.0,1.9616,3.23,28.5
25,142.0,4.0,4.001,2.0,2.0075,3.18,28.1
25,144.0,4.0,3.976,2.0,2.0309,3.21,28.2
25,146.0,4.0,4.034,2.0,1.9993,3.28,28.7
25,148.0,4.0,4.039,2.0,2.0012,3.25,29.0
25,150.0,4.0,3.957,2.0,1.9883,3.32,28.0
25,152.0,4.0,3.97,2.0,2.0159,3.26,28.0
25,154.0,4.0,4.056,2.0,2.0658,3.31,28.2
25,156.0,4.0,3.997,2.0,2.0224,3.1,27.5
25,158.0,4.0,4.064,2.0,2.0259,3.19,27.8
25,160.0,4.0,4.015,2.0,2.0534,3.21,28.4
25,162.0,4.0,3.915,2.0,2.0194,3.21,29.2
25,164.0,4.0,4.014,2.0,2.0193,3.22,27.4
25,166.0,4.0,4.03,2.0,2.0496,3.3,27.9
25,168.0,4.0,4.011,2.0,2.033,3.17,27.8
25,170.0,4.0,4.013,2.0,2.0244,3.13,28.6
25,172.0,4.0,3.981,2.0,1.9415,3.17,29.1
25,174.0,4.0,4.013,2.0,1.9667,3.18,28.3
25,176.0,4.0,4.014,2.0,2.0217,3.2,28.5
25,178.0,4.0,3.849,2.0,2.0486,3.18,27.8
26,0.0,4.0,4.054,2.0,2.0484,3.38,28.0
26,2.0,4.0,3.996,2.0,1.9864,3.47,28.3
26,4.0,4.0,3.939,2.0,1.9949,3.42,28.2
26,6.0,4.0,3.967,2.0,2.0044,3.42,28.5
26,8.0,4.0,3.946,2.0,2.009,3.42,28.3
26,10.0,4.0,4.043,2.0,2.0109,3.47,28.2
26,12.0,4.0,4.025,2.0,1.9547,3.41,29.0
26,14.0,4.0,3.947,2.0,2.0421,3.34,27.4
26,16.0,4.0,4.05,2.0,2.0073,3.46,27.4
26,18.0,4.0,4.035,2.0,1.9282,3.41,28.9
26,20.0,4.0,4.064,2.0,2.0017,3.35,27.9
26,22.0,4.0,3.939,2.0,1.9779,3.35,29.2
26,24.0,4.0,4.015,2.0,2.0132,3.29,28.3
26,26.0,4.0,4.006,2.0,2.0339,3.28,28.0
26,28.0,4.0,3.974,2.0,1.9857,3.38,28.0
26,30.0,8.0,4.028,2.0,2.0219,3.33,28.1
26,32.0,8.0,5.312,2.0,2.0358,3.28,28.2
26,34.0,8.0,6.084,2.0,2.0058,3.41,27.8
26,36.0,8.0,6.596,2.0,2.018,3.42,28.2
26,38.0,8.0,7.074,2.0,2.0367,3.41,28.3
26,40.0,8.0,7.138,2.0,2.0228,3.35,27.8
26,42.0,8.0,7.457,2.0,2.0334,3.46,28.0
26,44.0,8.0,7.505,2.0,2.0219,3.46,27.3
26,46.0,8.0,7.672,2.0,2.0335,3.34,28.4
26,48.0,8.0,7.714,2.0,2.0631,3.28,26.9
26,50.0,8.0,7.768,2.0,2.0023,3.45,27.9
26,52.0,8.0,7.751,2.0,1.9827,3.44,29.0
26,54.0,8.0,7.953,2.0,1.9993,3.42,28.4
26,56.0,8.0,7.752,2.0,1.9885,3.4,28.1
26,58.0,8.0,7.795,2.0,2.0183,3.42,27.8
26,60.0,8.0,7.709,2.0,1.9443,3.43,28.5
26,62.0,8.0,7.944,2.0,2.0062,3.36,28.6
26,64.0,8.0,7.765,2.0,2.0505,3.27,27.9
26,66.0,8.0,7.833,2.0,1.9733,3.52,28.3
26,68.0,8.0,8.001,2.0,1.98,3.44,28.0
26,70.0,8.0,7.822,2.0,2.0425,3.45,27.5
26,72.0,8.0,7.859,2.0,1.998,3.37,28.4
26,74.0,8.0,8.002,2.0,1.9642,3.31,28.0
26,76.0,8.0,7.864,2.0,1.9809,3.4,28.0
26,78.0,8.0,7.869,2.0,2.0575,3.33,28.1
26,80.0,8.0,8.007,2.0,1.9722,3.41,28.5
26,82.0,8.0,7.899,2.0,2.0126,3.38,27.6
26,84.0,8.0,7.905,2.0,1.9932,3.45,28.0
26,86.0,8.0,7.813,2.0,1.9966,3.47,27.8
26,88.0,8.0,7.933,2.0,2.0222,3.47,28.7
26,90.0,8.0,7.94,2.0,2.0046,3.31,27.6
26,92.0,8.0,7.892,2.0,2.0562,3.3,28.3
26,94.0,8.0,7.925,2.0,1.9951,3.36,28.5
26,96.0,8.0,7.79,2.0,1.9927,3.42,27.6
26,98.0,8.0,7.929,2.0,1.9971,3.48,27.8
26,100.0,8.0,7.944,2.0,2.0572,3.34,27.4
26,102.0,8.0,7.983,2.0,2.0211,3.4,28.5
26,104.0,8.0,7.821,2.0,1.9591,3.36,28.3
26,106.0,8.0,7.954,2.0,1.9787,3.34,27.4
26,108.0,8.0,7.877,2.0,1.9333,3.43,28.3
26,110.0,8.0,7.878,2.0,1.9437,3.29,28.5
26,112.0,8.0,7.811,2.0,2.0013,3.39,27.7
26,114.0,8.0,7.803,2.0,2.0294,3.44,28.2
26,116.0,8.0,7.979,2.0,2.044,3.34,28.3
26,118.0,8.0,7.934,2.0,1.9582,3.33,28.3
26,120.0,8.0,7.972,2.0,1.9267,3.32,28.7
26,122.0,8.0,7.96,2.0,1.9876,3.38,28.6
26,124.0,8.0,7.822,2.0,1.948,3.37,28.3
26,126.0,8.0,7.79,2.0,2.0007,3.38,27.2
26,128.0,8.0,7.988,2.0,1.9114,3.43,29.9
26,130.0,8.0,7.872,2.0,1.9922,3.42,28.4
26,132.0,8.0,7.872,2.0,2.0215,3.41,27.2
26,134.0,8.0,7.922,2.0,2.0243,3.51,28.0
26,136.0,8.0,7.984,2.0,2.0555,3.48,28.1
26,138.0,8.0,7.911,2.0,2.0041,3.44,28.3
26,140.0,8.0,7.892,2.0,1.9857,3.45,28.2
26,142.0,8.0,7.864,2.0,2.0501,3.36,27.6
26,144.0,8.0,7.844,2.0,1.9965,3.38,28.1
26,146.0,8.0,7.959,2.0,2.0287,3.31,28.0
26,148.0,8.0,7.891,2.0,2.0054,3.33,28.7
26,150.0,8.0,8.018,2.0,1.9658,3.4,28.2
26,152.0,8.0,7.844,2.0,2.0353,3.36,27.6
26,154.0,8.0,7.925,2.0,1.9883,3.33,28.5
26,156.0,8.0,7.783,2.0,2.0377,3.19,27.7
26,158.0,8.0,7.879,2.0,2.0049,3.39,28.2
26,160.0,8.0,7.755,2.0,1.9379,3.31,28.4
26,162.0,8.0,7.844,2.0,2.0614,3.37,28.0
26,164.0,8.0,8.463,2.0,2.0024,3.4,27.4
26,166.0,8.0,7.906,2.0,2.0211,3.45,28.1
26,168.0,8.0,8.003,2.0,2.0438,3.33,27.4
26,170.0,8.0,7.906,2.0,2.052,3.38,28.4
26,172.0,8.0,7.926,2.0,1.9888,3.32,27.6
26,174.0,8.0,7.958,2.0,1.984,3.48,28.3
26,176.0,8.0,7.949,2.0,2.0301,3.37,28.4
26,178.0,8.0,7.952,2.0,2.0409,3.33,28.1
27,0.0,8.0,7.871,2.0,2.0004,2.95,33.7
27,2.0,8.0,8.017,2.0,2.0104,3.06,34.8
27,4.0,8.0,8.045,2.0,2.0264,2.93,34.6
27,6.0,8.0,7.909,2.0,1.9955,2.92,34.3
27,8.0,8.0,7.93,2.0,1.9907,3.01,34.1
27,10.0,8.0,8.017,2.0,2.0326,2.89,33.9
27,12.0,8.0,8.116,2.0,2.0143,2.94,34.6
27,14.0,8.0,7.931,2.0,1.9791,2.97,33.8
27,16.0,8.0,7.987,2.0,1.9765,3.06,35.1
27,18.0,8.0,7.888,2.0,2.075,3.02,34.7
27,20.0,8.0,8.045,2.0,2.0046,2.88,35.8
27,22.0,8.0,8.107,2.0,2.0061,3.05,33.6
27,24.0,8.0,7.956,2.0,2.0067,2.87,34.7
27,26.0,8.0,8.023,2.0,1.994,3.02,35.5
27,28.0,8.0,7.977,2.0,2.0301,2.86,35.6
27,30.0,4.0,7.953,2.0,2.0166,2.92,34.4
27,32.0,4.0,6.733,2.0,2.0167,3.02,34.6
27,34.0,4.0,5.883,2.0,1.9693,2.89,34.8
27,36.0,4.0,5.413,2.0,1.9698,2.93,35.3
27,38.0,4.0,4.917,2.0,1.931,2.96,34.2
27,40.0,4.0,4.664,2.0,2.0056,3.01,34.6
27,42.0,4.0,4.551,2.0,1.9971,2.98,34.9
27,44.0,4.0,4.396,2.0,1.9585,2.95,35.1
27,46.0,4.0,4.383,2.0,2.0679,2.95,34.8
27,48.0,4.0,4.254,2.0,2.0201,3.0,35.5
27,50.0,4.0,4.207,2.0,1.9887,2.96,34.6
27,52.0,4.0,4.215,2.0,2.0077,2.96,35.3
27,54.0,4.0,4.164,2.0,1.9949,2.99,35.1
27,56.0,4.0,4.209,2.0,2.0258,2.86,34.6
27,58.0,4.0,4.111,2.0,1.987,3.03,35.6
27,60.0,4.0,4.159,2.0,2.0242,2.98,34.9
27,62.0,4.0,4.049,2.0,2.0217,2.93,34.8
27,64.0,4.0,4.166,2.0,2.0582,2.99,34.0
27,66.0,4.0,4.087,2.0,1.9656,3.01,34.9
27,68.0,4.0,4.138,2.0,1.9848,3.05,34.6
27,70.0,4.0,4.145,2.0,2.0194,3.02,34.4
27,72.0,4.0,4.013,2.0,1.9874,2.97,34.6
27,74.0,4.0,4.08,2.0,2.0372,2.92,35.3
27,76.0,4.0,4.112,2.0,1.9615,2.94,33.7
27,78.0,4.0,4.147,2.0,2.0039,2.95,34.3
27,80.0,4.0,4.101,2.0,1.9831,2.94,35.0
27,82.0,4.0,4.096,2.0,2.0173,2.97,34.1
27,84.0,4.0,4.109,2.0,1.9814,2.88,34.3
27,86.0,4.0,4.052,2.0,1.9625,3.06,34.8
27,88.0,4.0,4.1,2.0,1.9872,2.9,35.0
27,90.0,4.0,4.113,2.0,2.0386,2.94,34.0
27,92.0,4.0,3.995,2.0,2.014,3.0,33.8
27,94.0,4.0,4.081,2.0,2.0267,2.87,34.8
27,96.0,4.0,4.097,2.0,1.9935,2.95,34.5
27,98.0,4.0,4.098,2.0,2.0128,2.97,33.6
27,100.0,4.0,4.064,2.0,2.0603,2.97,34.7
27,102.0,4.0,4.071,2.0,1.9663,2.93,35.1
27,104.0,4.0,4.128,2.0,2.0128,2.86,35.2
27,106.0,4.0,4.119,2.0,2.0115,2.9,34.7
27,108.0,4.0,4.108,2.0,2.0659,2.95,34.7
27,110.0,4.0,4.037,2.0,2.023,2.89,34.1
27,112.0,4.0,4.076,2.0,2.0772,3.01,35.1
27,114.0,4.0,4.136,2.0,2.0457,2.81,34.7
27,116.0,4.0,4.142,2.0,2.0006,2.97,34.6
27,118.0,4.0,4.073,2.0,2.0042,2.92,36.1
27,120.0,4.0,4.111,2.0,1.9451,2.95,35.0
27,122.0,4.0,4.059,2.0,2.0585,2.97,34.6
27,124.0,4.0,4.13,2.0,2.0044,2.92,34.9
27,126.0,4.0,4.134,2.0,1.9824,2.94,34.8
27,128.0,4.0,4.093,2.0,2.034,2.98,34.7
27,130.0,4.0,4.08,2.0,2.0316,2.96,34.2
27,132.0,4.0,4.152,2.0,1.9923,2.81,34.8
27,134.0,4.0,4.069,2.0,2.0438,2.91,35.2
27,136.0,4.0,4.118,2.0,2.0023,2.89,34.2
27,138.0,4.0,4.163,2.0,1.9646,2.93,34.7
27,140.0,4.0,4.053,2.0,2.0067,2.91,34.1
27,142.0,4.0,4.092,2.0,2.0012,2.99,34.5
27,144.0,4.0,4.17,2.0,2.0147,2.9,34.3
27,146.0,4.0,4.117,2.0,2.0445,2.97,34.5
27,148.0,4.0,3.922,2.0,2.035,2.93,34.7
27,150.0,4.0,4.036,2.0,1.961,3.03,34.4
27,152.0,4.0,4.088,2.0,2.1225,3.07,33.2
27,154.0,4.0,4.075,2.0,2.0306,2.9,34.4
27,156.0,4.0,4.174,2.0,2.0219,2.92,35.8
27,158.0,4.0,4.112,2.0,2.0251,3.03,34.3
27,160.0,4.0,4.029,2.0,1.9987,3.07,35.5
27,162.0,4.0,4.098,2.0,2.0172,2.93,35.1
27,164.0,4.0,4.109,2.0,1.9803,2.95,34.6
27,166.0,4.0,4.127,2.0,1.9845,3.0,34.9
27,168.0,4.0,4.098,2.0,2.0739,3.07,34.9
27,170.0,4.0,4.079,2.0,2.0219,2.86,34.5
27,172.0,4.0,4.042,2.0,2.0791,2.95,34.9
27,174.0,4.0,4.148,2.0,1.9787,2.98,34.8
27,176.0,4.0,4.061,2.0,1.9946,2.92,35.0
27,178.0,4.0,4.054,2.0,2.0474,2.98,34.4
28,0.0,6.0,5.991,3.0,3.0142,3.27,18.3
28,2.0,6.0,5.925,3.0,2.9382,3.41,18.2
28,4.0,6.0,6.058,3.0,2.9739,3.43,17.7
28,6.0,6.0,6.001,3.0,3.0464,3.47,17.1
28,8.0,6.0,6.003,3.0,2.9691,3.35,18.2
28,10.0,6.0,6.048,3.0,3.0212,3.35,17.8
28,12.0,6.0,6.035,3.0,3.0374,3.39,17.0
28,14.0,6.0,5.961,3.0,2.9338,3.33,18.9
28,16.0,6.0,5.925,3.0,2.6811,3.24,18.5
28,18.0,6.0,5.906,3.0,3.0606,3.34,17.1
28,20.0,6.0,6.042,3.0,3.045,3.32,17.5
28,22.0,6.0,5.959,3.0,3.0419,3.33,18.2
28,24.0,6.0,6.074,3.0,3.0761,3.4,17.8
28,26.0,6.0,5.986,3.0,3.0282,3.3,17.7
28,28.0,6.0,5.956,3.0,3.0011,3.46,17.7
28,30.0,6.0,5.955,1.5,3.0303,3.37,17.2
28,32.0,6.0,6.001,1.5,2.9266,3.38,18.7
28,34.0,6.0,5.995,1.5,2.4862,3.32,19.3
28,36.0,6.0,6.013,1.5,2.2736,3.33,21.5
28,38.0,6.0,5.929,1.5,1.827,3.51,23.2
28,40.0,6.0,5.969,1.5,1.478,3.36,25.0
28,42.0,6.0,5.969,1.5,1.2502,3.21,26.5
28,44.0,6.0,6.024,1.5,1.1246,3.28,27.5
28,46.0,6.0,5.892,1.5,1.1874,3.29,27.3
28,48.0,6.0,5.939,1.5,1.1188,3.33,27.1
28,50.0,6.0,5.894,1.5,1.2752,3.41,26.4
28,52.0,6.0,5.903,1.5,1.4064,3.18,26.3
28,54.0,6.0,6.061,1.5,1.4629,3.3,25.1
28,56.0,6.0,6.024,1.5,1.4965,3.35,25.4
28,58.0,6.0,6.032,1.5,1.6284,3.37,24.5
28,60.0,6.0,5.944,1.5,1.6329,3.29,24.8
28,62.0,6.0,5.985,1.5,1.5657,3.3,25.2
28,64.0,6.0,6.048,1.5,1.5425,3.4,25.2
28,66.0,6.0,6.056,1.5,1.5667,3.38,24.3
28,68.0,6.0,6.019,1.5,1.5563,3.31,25.1
28,70.0,6.0,6.055,1.5,1.4647,3.31,25.2
28,72.0,6.0,6.068,1.5,1.511,3.35,25.4
28,74.0,6.0,5.875,1.5,1.4769,3.35,25.3
28,76.0,6.0,5.95,1.5,1.5016,3.37,25.8
28,78.0,6.0,5.957,1.5,1.4526,3.3,25.4
28,80.0,6.0,6.033,1.5,1.5267,3.3,25.4
28,82.0,6.0,6.043,1.5,1.4603,3.42,25.4
28,84.0,6.0,6.015,1.5,1.4928,3.34,25.3
28,86.0,6.0,5.918,1.5,1.4813,3.53,25.3
28,88.0,6.0,5.909,1.5,1.5161,3.43,25.6
28,90.0,6.0,5.972,1.5,1.5066,3.41,25.2
28,92.0,6.0,5.991,1.5,1.4424,3.34,25.1
28,94.0,6.0,6.081,1.5,1.4963,3.34,24.8
28,96.0,6.0,5.928,1.5,1.566,3.3,25.7
28,98.0,6.0,6.043,1.5,1.4891,3.29,25.8
28,100.0,6.0,5.935,1.5,1.4962,3.37,24.9
28,102.0,6.0,5.947,1.5,1.4927,3.29,25.3
28,104.0,6.0,6.054,1.5,1.5535,3.41,24.5
28,106.0,6.0,5.98,1.5,1.4947,3.31,24.8
28,108.0,6.0,6.039,1.5,1.546,3.34,25.1
28,110.0,6.0,6.02,1.5,1.5184,3.34,25.4
28,112.0,6.0,5.911,1.5,1.4729,3.39,25.0
28,114.0,6.0,5.96,1.5,1.5196,3.23,24.6
28,116.0,6.0,5.913,1.5,1.5079,3.35,25.2
28,118.0,6.0,5.982,1.5,1.5515,3.35,25.6
28,120.0,6.0,6.003,1.5,1.5108,3.44,25.0
28,122.0,6.0,6.016,1.5,1.4806,3.27,25.2
28,124.0,6.0,6.071,1.5,1.5405,3.29,24.5
28,126.0,6.0,5.988,1.5,1.515,3.32,25.5
28,128.0,6.0,5.917,1.5,1.4869,3.45,25.0
28,130.0,6.0,6.042,1.5,1.5149,3.34,25.3
28,132.0,6.0,6.315,1.5,1.5641,3.32,25.6
28,134.0,6.0,5.994,1.5,1.5399,3.29,24.8
28,136.0,6.0,6.014,1.5,1.4957,3.27,26.5
28,138.0,6.0,6.036,1.5,1.5095,3.31,25.5
28,140.0,6.0,6.032,1.5,1.5296,3.49,24.9
28,142.0,6.0,6.025,1.5,1.4278,3.28,24.9
28,144.0,6.0,5.95,1.5,1.5345,3.32,25.1
28,146.0,6.0,5.908,1.5,1.4622,3.32,24.7
28,148.0,6.0,6.006,1.5,1.4705,3.35,25.7
28,150.0,6.0,6.083,1.5,1.5131,3.25,24.8
28,152.0,6.0,6.016,1.5,1.5312,3.34,25.7
28,154.0,6.0,6.056,1.5,1.4715,3.31,24.6
28,156.0,6.0,5.896,1.5,1.5251,3.47,25.2
28,158.0,6.0,6.028,1.5,1.5028,3.47,24.5
28,160.0,6.0,6.066,1.5,1.5395,3.39,25.1
28,162.0,6.0,5.967,1.5,1.4747,3.35,26.1
28,164.0,6.0,6.075,1.5,1.5111,3.32,25.3
28,166.0,6.0,6.051,1.5,1.4578,3.25,25.4
28,168.0,6.0,6.288,1.5,1.4557,3.25,26.3
28,170.0,6.0,6.001,1.5,1.462,3.53,25.3
28,172.0,6.0,5.917,1.5,1.5154,3.41,25.2
28,174.0,6.0,5.997,1.5,1.4549,3.27,25.5
28,176.0,6.0,5.977,1.5,1.4959,3.32,24.9
28,178.0,6.0,6.054,1.5,1.4792,3.28,25.2
29,0.0,6.0,5.966,1.5,1.4714,2.24,41.1
29,2.0,6.0,5.864,1.5,1.5437,2.23,42.3
29,4.0,6.0,5.927,1.5,1.5007,2.27,42.3
29,6.0,6.0,6.071,1.5,1.5512,2.28,40.8
29,8.0,6.0,6.014,1.5,1.4603,2.19,42.0
29,10.0,6.0,6.052,1.5,1.5082,2.24,41.6
29,12.0,6.0,6.1,1.5,1.4722,2.21,41.6
29,14.0,6.0,5.938,1.5,1.4627,2.23,41.2
29,16.0,6.0,5.979,1.5,1.4894,2.13,42.0
29,18.0,6.0,6.03,1.5,1.4645,2.2,40.9
29,20.0,6.0,6.028,1.5,1.5258,2.29,41.7
29,22.0,6.0,5.954,1.5,1.5435,2.26,41.6
29,24.0,6.0,5.931,1.5,1.4896,2.24,42.0
29,26.0,6.0,5.954,1.5,1.5003,2.21,41.4
29,28.0,6.0,6.123,1.5,1.5354,2.29,41.0
29,30.0,6.0,5.95,3.0,1.5485,2.23,41.4
29,32.0,6.0,6.087,3.0,1.6478,2.29,40.3
29,34.0,6.0,5.977,3.0,1.9328,2.28,39.3
29,36.0,6.0,5.899,3.0,2.2599,2.26,38.2
29,38.0,6.0,5.989,3.0,2.6543,2.14,34.9
29,40.0,6.0,6.017,3.0,2.98,2.21,33.8
29,42.0,6.0,5.912,3.0,3.226,2.26,32.7
29,44.0,6.0,5.944,3.0,3.2124,2.17,33.0
29,46.0,6.0,5.909,3.0,3.3792,2.25,32.4
29,48.0,6.0,5.932,3.0,3.2971,2.21,32.8
29,50.0,6.0,5.823,3.0,3.1566,2.25,33.3
29,52.0,6.0,6.05,3.0,3.1825,2.21,32.2
29,54.0,6.0,5.944,3.0,3.0978,2.25,33.4
29,56.0,6.0,5.968,3.0,2.9733,2.23,34.6
29,58.0,6.0,6.052,3.0,2.9064,2.21,34.7
29,60.0,6.0,6.054,3.0,2.8449,2.23,34.5
29,62.0,6.0,5.995,3.0,2.8333,2.29,35.5
29,64.0,6.0,6.035,3.0,2.9102,2.18,35.2
29,66.0,6.0,6.036,3.0,2.9122,2.22,35.3
29,68.0,6.0,6.017,3.0,2.97,2.27,34.0
29,70.0,6.0,5.943,3.0,2.9408,2.21,34.2
29,72.0,6.0,6.011,3.0,3.0222,2.23,34.0
29,74.0,6.0,5.961,3.0,3.0322,2.16,33.5
29,76.0,6.0,5.987,3.0,3.0792,2.28,33.0
29,78.0,6.0,5.928,3.0,3.0462,2.28,33.9
29,80.0,6.0,5.978,3.0,3.0452,2.19,33.2
29,82.0,6.0,5.808,3.0,3.1205,2.21,33.2
29,84.0,6.0,6.081,3.0,3.0013,2.2,33.9
29,86.0,6.0,6.056,3.0,2.981,2.23,33.7
29,88.0,6.0,6.387,3.0,3.0117,2.19,33.7
29,90.0,6.0,6.013,3.0,3.0003,2.21,32.5
29,92.0,6.0,5.928,3.0,2.9494,2.26,33.0
29,94.0,6.0,6.035,3.0,2.9452,2.23,34.2
29,96.0,6.0,6.004,3.0,2.9232,2.2,34.3
29,98.0,6.0,5.978,3.0,2.9785,2.18,35.3
29,100.0,6.0,6.039,3.0,2.9697,2.23,35.2
29,102.0,6.0,5.926,3.0,2.9847,2.24,34.4
29,104.0,6.0,5.85,3.0,3.0501,2.17,33.7
29,106.0,6.0,6.075,3.0,3.0136,2.3,33.4
29,108.0,6.0,6.039,3.0,3.06,2.27,33.8
29,110.0,6.0,6.009,3.0,3.0421,2.31,33.9
29,112.0,6.0,5.965,3.0,2.9761,2.28,33.8
29,114.0,6.0,5.962,3.0,3.0007,2.16,33.4
29,116.0,6.0,5.93,3.0,2.9544,2.27,33.7
29,118.0,6.0,5.997,3.0,3.0012,2.25,33.6
29,120.0,6.0,6.032,3.0,3.0687,2.3,34.1
29,122.0,6.0,5.89,3.0,2.9742,2.22,34.0
29,124.0,6.0,6.028,3.0,3.0696,2.33,33.6
29,126.0,6.0,5.995,3.0,2.8831,2.15,34.1
29,128.0,6.0,5.988,3.0,3.0221,2.22,34.4
29,130.0,6.0,6.023,3.0,2.9182,2.31,34.5
29,132.0,6.0,6.044,3.0,2.9994,2.2,34.8
29,134.0,6.0,6.021,3.0,3.0133,2.18,34.4
29,136.0,6.0,6.166,3.0,3.0103,2.19,33.5
29,138.0,6.0,5.965,3.0,2.9849,2.33,34.0
29,140.0,6.0,6.067,3.0,2.9188,2.2,33.4
29,142.0,6.0,5.681,3.0,2.9637,2.23,34.6
29,144.0,6.0,5.906,3.0,2.9888,2.16,33.7
29,146.0,6.0,6.061,3.0,3.0893,2.24,33.4
29,148.0,6.0,5.973,3.0,3.0829,2.15,33.5
29,150.0,6.0,6.015,3.0,3.0122,2.25,34.5
29,152.0,6.0,5.949,3.0,3.024,2.24,34.4
29,154.0,6.0,5.992,3.0,2.9827,2.23,35.0
29,156.0,6.0,6.046,3.0,2.9794,2.28,33.4
29,158.0,6.0,5.952,3.0,3.0555,2.24,34.6
29,160.0,6.0,6.0,3.0,3.0108,2.24,33.8
29,162.0,6.0,6.067,3.0,2.9123,2.22,35.3
29,164.0,6.0,6.01,3.0,3.004,2.19,34.3
29,166.0,6.0,5.932,3.0,2.9035,2.21,33.0
29,168.0,6.0,5.998,3.0,3.046,2.26,33.7
29,170.0,6.0,5.898,3.0,3.0044,2.27,33.9
29,172.0,6.0,5.999,3.0,3.0312,2.27,32.9
29,174.0,6.0,5.932,3.0,3.021,2.26,34.1
29,176.0,6.0,5.997,3.0,2.985,2.15,34.2
29,178.0,6.0,5.936,3.0,3.0087,2.27,34.0
30,0.0,4.0,3.977,3.0,3.008,3.18,20.9
30,2.0,4.0,4.04,3.0,2.9723,3.11,21.3
30,4.0,4.0,3.99,3.0,3.0655,3.1,19.7
30,6.0,4.0,3.981,3.0,3.0015,3.16,19.6
30,8.0,4.0,4.015,3.0,3.0019,3.12,21.4
30,10.0,4.0,4.028,3.0,3.024,3.07,21.3
