run_id,roll_force_kN_per_cm,roll_speed_rpm,feed_screw_rpm,roll_gap_mm,peak_pressure_MPa,ribbon_rel_density,ribbon_density_g_cc,ribbon_porosity,density_CV_percent,throughput_kg_hr
309,5.2,3.78,33.7,2.52,26.7,0.6589,1.0212,0.3411,1.91,24.22
310,3.68,4.24,92.0,1.99,21.3,0.5646,0.8751,0.4354,5.44,19.42
311,7.73,9.41,24.4,3.06,36.1,0.6366,0.9868,0.3634,4.86,70.6
312,7.0,10.64,31.8,3.1,32.5,0.6277,0.973,0.3723,4.22,82.93
313,4.79,10.92,79.0,2.03,27.4,0.6484,1.0051,0.3516,2.94,55.13
314,6.41,11.83,92.2,3.34,28.6,0.6438,0.9978,0.3562,3.24,102.99
315,6.4,11.81,108.4,1.54,42.1,0.7363,1.1413,0.2637,2.01,50.42
316,5.93,11.48,40.0,4.28,23.4,0.5959,0.9237,0.4041,4.61,114.21
317,6.55,1.79,22.2,2.29,35.3,0.7064,1.0949,0.2936,1.02,12.09
318,10.23,2.52,115.2,1.62,65.6,0.7057,1.0938,0.2943,6.48,13.85
319,5.56,4.35,27.0,1.82,33.6,0.677,1.0494,0.323,3.1,21.71
320,13.39,7.08,31.7,2.22,73.3,0.7892,1.2233,0.2108,3.68,49.9
321,13.0,2.07,42.0,2.32,69.6,0.7676,1.1898,0.2324,5.59,14.58
322,7.77,10.3,68.2,1.6,50.2,0.7761,1.203,0.2239,2.92,48.99
323,5.94,7.78,107.1,2.34,31.7,0.6786,1.0519,0.3214,2.38,48.08
324,8.43,6.97,93.7,2.08,47.7,0.7701,1.1937,0.2299,2.21,42.26
325,12.18,2.82,87.9,2.64,61.3,0.6951,1.0773,0.3049,5.72,18.49
326,9.83,3.79,29.3,2.66,49.3,0.7677,1.19,0.2323,2.17,31.11
327,11.65,2.76,49.3,2.52,60.0,0.7819,1.212,0.2181,4.54,19.81
328,8.39,10.37,62.6,2.48,43.5,0.7289,1.1298,0.2711,2.46,74.7
329,9.6,7.43,26.2,1.77,58.9,0.7212,1.1179,0.2788,4.12,35.5
330,5.46,9.09,40.1,1.58,35.5,0.6742,1.0451,0.3258,3.88,38.6
331,10.82,4.26,43.9,2.11,60.9,0.8378,1.2986,0.1622,2.73,28.96
332,4.43,5.08,24.0,3.77,18.6,0.573,0.8882,0.427,4.2,45.52
333,10.34,5.45,70.5,4.47,39.9,0.7471,1.158,0.2529,2.0,72.51
334,12.33,9.36,87.6,4.29,48.6,0.7612,1.1798,0.2388,2.69,122.54
335,3.59,9.5,17.7,3.01,16.9,0.5186,0.8038,0.4814,4.79,57.5
336,9.37,3.27,62.9,3.1,43.5,0.6874,1.0655,0.3126,5.14,27.63
337,3.14,11.36,96.0,2.44,16.4,0.5655,0.8766,0.4345,1.84,60.57
338,10.71,2.33,92.3,3.82,44.7,0.642,0.9951,0.358,6.93,21.95
339,3.01,10.86,99.7,3.79,12.6,0.5869,0.9097,0.4131,2.04,95.17
340,13.23,2.1,59.3,4.03,53.8,0.6497,1.007,0.3503,6.01,20.7
341,3.65,3.91,100.3,4.19,14.6,0.4835,0.7494,0.5165,6.18,29.46
342,13.51,10.31,36.5,2.8,65.9,0.7527,1.1666,0.2473,4.53,83.86
343,11.61,2.97,49.7,3.8,48.6,0.7325,1.1354,0.2675,3.44,29.22
344,9.12,5.55,29.4,3.92,37.6,0.6816,1.0566,0.3184,3.86,57.01
345,11.39,5.95,61.4,2.43,59.7,0.8366,1.2968,0.1634,1.8,48.65
346,11.54,3.7,53.1,4.29,45.5,0.7605,1.1788,0.2395,2.9,45.26
347,13.35,8.81,36.5,1.78,81.6,0.8207,1.272,0.1793,4.34,48.92
348,5.04,10.36,92.7,4.48,19.4,0.6177,0.9575,0.3823,2.23,116.13
349,9.08,10.62,44.5,3.81,38.0,0.6825,1.0579,0.3175,3.96,108.21
350,3.14,4.73,40.0,1.78,19.2,0.5985,0.9276,0.4015,2.45,20.41
351,9.39,6.84,24.4,3.47,41.2,0.6968,1.08,0.3032,4.63,66.3
352,4.06,3.73,58.3,1.6,26.2,0.6219,0.964,0.3781,3.98,15.7
353,8.78,3.69,43.3,3.81,36.7,0.734,1.1376,0.266,2.41,38.54
354,8.87,2.77,50.6,3.9,36.7,0.6837,1.0598,0.3163,4.72,28.87
355,7.59,11.34,36.0,3.31,34.1,0.651,1.009,0.349,5.81,94.07
356,8.27,10.77,93.9,4.07,33.5,0.6955,1.0781,0.3045,2.52,124.17
357,11.17,9.55,112.3,1.79,68.1,0.847,1.3129,0.153,2.23,54.96
358,11.59,6.69,64.8,2.33,62.0,0.778,1.2059,0.222,2.39,46.34
359,7.91,6.4,80.7,2.74,39.0,0.7339,1.1375,0.2661,1.76,49.33
360,9.2,6.83,105.4,1.63,58.9,0.7826,1.2131,0.2174,2.9,32.12
361,13.17,6.9,119.9,2.84,63.8,0.775,1.2013,0.225,3.73,62.17
362,3.44,5.78,77.5,2.3,18.5,0.618,0.958,0.382,2.61,36.05
363,3.41,2.45,107.9,2.68,17.0,0.5121,0.7938,0.4879,6.43,12.56
364,3.05,2.38,109.9,2.78,15.0,0.4836,0.7496,0.5164,6.56,10.66
365,9.89,11.47,97.1,4.14,39.7,0.7252,1.1241,0.2748,2.82,132.75
366,7.02,6.3,60.7,2.31,37.7,0.7254,1.1244,0.2746,2.46,41.39
367,11.29,11.49,18.9,4.18,45.1,0.6825,1.0579,0.3175,5.1,129.07
368,10.05,2.8,11.7,2.78,49.3,0.7254,1.1243,0.2746,3.87,21.32
369,6.0,7.1,62.5,2.48,31.1,0.7015,1.0874,0.2985,2.75,49.21
370,12.78,3.28,64.4,3.01,60.2,0.7229,1.1204,0.2771,5.2,28.82
371,11.15,3.79,54.8,2.75,54.9,0.7837,1.2147,0.2163,2.05,32.76
372,5.25,1.33,72.5,2.27,28.4,0.5952,0.9225,0.4048,6.37,6.64
373,6.37,2.31,70.7,3.01,30.0,0.558,0.8648,0.442,6.55,13.66
374,5.77,11.09,102.0,1.96,33.7,0.7048,1.0925,0.2952,2.51,61.38
375,3.89,4.54,22.0,2.56,19.9,0.5767,0.8939,0.4233,4.21,26.45
376,3.77,7.69,34.8,3.2,17.2,0.5598,0.8677,0.4402,4.1,55.73
377,13.23,6.12,97.2,2.74,65.3,0.7848,1.2165,0.2152,3.51,53.17
378,7.25,5.4,103.3,3.97,29.7,0.6209,0.9624,0.3791,4.72,50.55
379,6.6,6.85,119.4,2.27,35.8,0.698,1.0819,0.302,3.7,40.75
380,10.76,3.06,106.0,4.41,41.8,0.6157,0.9543,0.3843,6.39,31.7
381,8.64,11.87,107.9,3.85,35.9,0.6953,1.0777,0.3047,2.23,124.19
382,13.23,10.0,44.6,4.4,51.5,0.7147,1.1077,0.2853,4.0,125.51
383,11.36,9.16,54.2,4.01,46.3,0.7575,1.1741,0.2425,2.6,110.6
384,7.75,6.16,39.5,1.93,45.6,0.7274,1.1274,0.2726,2.98,35.74
385,6.52,2.68,76.7,3.08,30.3,0.5861,0.9084,0.4139,6.46,19.72
386,13.84,11.13,113.3,2.01,79.7,0.8646,1.3401,0.1354,1.93,76.74
387,10.61,4.76,47.9,3.95,43.6,0.739,1.1454,0.261,1.95,56.73
388,13.41,1.55,71.3,3.25,60.7,0.6932,1.0745,0.3068,6.7,14.53
389,3.42,4.77,42.6,2.29,18.5,0.6457,1.0009,0.3543,1.83,27.96
390,12.21,9.74,28.7,4.29,48.1,0.7257,1.1249,0.2743,4.02,122.03
391,9.64,7.85,31.5,1.85,58.0,0.7378,1.1436,0.2622,4.08,42.42
392,3.46,9.26,16.4,3.19,15.8,0.5432,0.8419,0.4568,5.43,62.99
393,9.06,9.73,114.4,3.66,38.6,0.7183,1.1134,0.2817,2.71,99.94
394,10.23,3.33,54.3,1.68,64.5,0.7646,1.1852,0.2354,3.77,17.93
395,2.15,11.16,101.8,3.29,9.7,0.5593,0.8669,0.4407,1.63,83.12
396,7.45,5.82,84.9,3.95,30.6,0.6904,1.07,0.3096,2.65,62.59
397,11.9,8.03,31.1,1.7,74.5,0.8097,1.2551,0.1903,4.38,45.71
398,5.54,1.03,29.3,3.04,26.0,0.5578,0.8647,0.4422,6.51,3.91
399,7.5,11.93,99.3,2.28,40.6,0.728,1.1284,0.272,2.64,78.02
400,7.31,4.09,39.1,3.49,31.9,0.7056,1.0937,0.2944,1.76,39.73
401,5.62,1.68,110.5,1.86,33.7,0.6066,0.9402,0.3934,6.53,6.4
402,13.02,6.04,25.4,4.31,51.2,0.7243,1.1226,0.2757,4.3,78.13
403,11.38,2.42,84.5,4.18,45.4,0.6238,0.9669,0.3762,6.83,24.86
404,3.33,2.68,99.6,2.06,18.9,0.5265,0.8161,0.4735,6.18,10.85
405,13.96,7.96,35.9,2.47,72.6,0.8137,1.2612,0.1863,3.85,63.23
406,12.55,5.32,40.4,3.26,56.7,0.7702,1.1938,0.2298,1.59,49.86
407,5.41,11.14,116.1,3.65,23.1,0.6542,1.0139,0.3458,1.77,104.12
408,12.04,4.51,39.1,2.83,58.5,0.8083,1.2529,0.1917,2.12,42.23
409,3.28,8.99,57.3,1.97,19.1,0.6058,0.9389,0.3942,2.75,41.43
410,13.99,6.07,57.6,1.81,84.8,0.8921,1.3827,0.1079,2.21,37.56
411,9.99,8.26,37.8,4.5,38.4,0.6726,1.0425,0.3274,3.94,100.75
412,9.8,7.6,95.3,2.87,47.3,0.7422,1.1505,0.2578,1.24,65.88
413,3.09,6.2,94.9,4.12,12.4,0.5424,0.8407,0.4576,3.11,55.51
414,12.76,11.45,51.6,2.95,60.7,0.7785,1.2067,0.2215,3.62,103.15
415,2.35,4.77,101.9,4.27,9.3,0.4734,0.7338,0.5266,5.68,37.72
416,4.89,2.95,33.4,1.76,30.1,0.6763,1.0483,0.3237,1.49,12.7
417,3.72,8.46,10.5,1.84,22.4,0.5425,0.8408,0.4575,5.31,31.92
418,11.32,10.31,72.8,4.29,44.6,0.7634,1.1832,0.2366,2.76,131.8
419,4.38,1.44,119.3,4.34,17.2,0.5266,0.8162,0.4734,6.62,12.11
420,12.93,5.95,14.3,2.44,67.5,0.771,1.1951,0.229,4.94,42.74
421,9.88,10.82,32.9,2.57,50.3,0.7284,1.1291,0.2716,4.53,77.56
422,2.43,9.25,67.1,2.86,11.8,0.5583,0.8654,0.4417,2.18,58.63
423,2.07,11.91,99.1,2.75,10.2,0.5405,0.8378,0.4595,1.84,70.29
424,2.62,6.85,19.8,2.07,14.9,0.5331,0.8263,0.4669,4.46,32.41
425,9.27,8.26,53.5,4.2,37.0,0.6901,1.0697,0.3099,3.11,93.52
426,11.62,4.33,92.2,2.26,63.1,0.7711,1.1952,0.2289,5.23,30.25
427,4.86,11.42,50.9,3.62,20.9,0.5965,0.9246,0.4035,4.27,97.85
428,12.19,5.03,30.8,1.7,76.3,0.8204,1.2715,0.1796,3.16,27.37
429,2.69,9.12,31.5,1.62,17.3,0.563,0.8727,0.437,4.07,33.93
430,11.61,5.43,55.1,3.46,51.0,0.7687,1.1914,0.2313,1.93,58.31
431,13.13,7.18,62.7,2.52,67.6,0.8546,1.3246,0.1454,2.4,61.53
432,11.27,8.92,104.8,3.47,49.4,0.7681,1.1906,0.2319,2.17,93.46
433,10.38,6.6,80.6,1.78,63.5,0.8333,1.2917,0.1667,2.84,38.19
434,12.06,10.98,85.9,4.35,47.2,0.7709,1.1949,0.2291,2.32,143.44
435,2.48,5.61,118.1,3.75,10.5,0.4975,0.7712,0.5025,5.36,40.13
436,4.42,8.12,55.3,4.13,17.8,0.591,0.916,0.409,3.14,77.35
437,3.5,4.77,54.4,1.91,20.7,0.6292,0.9752,0.3708,2.0,20.94
438,8.05,5.49,111.6,2.46,41.9,0.6677,1.0349,0.3323,4.95,36.31
439,10.94,5.84,37.0,2.61,55.4,0.7615,1.1803,0.2385,2.55,47.59
440,9.56,2.38,90.3,3.11,44.3,0.6371,0.9875,0.3629,6.3,17.32
441,12.21,2.01,93.0,2.39,64.5,0.729,1.1299,0.271,6.07,14.26
442,3.86,8.34,20.8,1.68,24.3,0.589,0.913,0.411,4.16,31.11
443,10.82,8.21,61.5,2.61,54.7,0.7684,1.191,0.2316,2.39,64.54
444,4.32,8.29,32.1,2.26,23.4,0.5902,0.9148,0.4098,3.86,42.75
445,5.25,1.22,30.4,2.66,26.3,0.5883,0.9118,0.4117,6.43,8.43
446,10.52,4.59,61.0,2.09,59.4,0.8169,1.2662,0.1831,2.56,29.98
447,13.76,3.18,41.8,2.29,74.3,0.8591,1.3316,0.1409,1.92,26.17
448,9.34,9.56,97.6,3.38,41.5,0.7401,1.1472,0.2599,1.94,94.18
449,2.65,10.47,109.8,2.66,13.3,0.5847,0.9063,0.4153,1.27,63.48
450,9.4,3.71,98.3,2.54,48.2,0.6524,1.0112,0.3476,6.14,22.41
451,2.51,8.35,39.3,3.1,11.6,0.524,0.8121,0.476,4.06,53.99
452,12.61,2.42,40.2,3.82,52.7,0.7646,1.1852,0.2354,3.91,29.28
453,10.51,4.03,38.0,2.64,52.9,0.8015,1.2423,0.1985,1.86,34.04
454,4.08,2.53,24.9,3.26,18.4,0.5975,0.9262,0.4025,2.5,22.82
455,3.1,4.12,113.8,4.4,12.1,0.471,0.7301,0.529,5.8,35.87
456,4.2,8.42,54.2,3.07,19.6,0.6002,0.9303,0.3998,2.63,60.79
457,13.76,11.01,34.7,4.23,54.6,0.7558,1.1715,0.2442,4.87,138.67
458,7.5,3.23,103.1,3.88,31.1,0.5602,0.8684,0.4398,7.16,28.44
459,11.41,6.96,53.9,1.68,72.0,0.8393,1.301,0.1607,2.81,37.46
460,9.64,8.72,13.9,2.79,47.1,0.6674,1.0344,0.3326,5.17,65.83
461,8.87,11.48,27.8,3.59,38.2,0.6499,1.0074,0.3501,4.0,106.58
462,3.74,7.71,80.3,4.46,14.5,0.5795,0.8982,0.4205,1.21,79.15
463,13.35,3.81,96.1,2.88,64.3,0.7074,1.0964,0.2926,6.28,31.63
464,5.62,7.88,33.2,1.78,34.4,0.652,1.0105,0.348,3.98,38.7
465,8.94,4.53,110.9,3.19,40.9,0.6399,0.9918,0.3601,5.7,36.72
466,10.4,11.74,103.6,1.88,61.9,0.8077,1.2519,0.1923,2.31,70.26
467,9.79,5.4,103.3,3.75,41.3,0.6549,1.0151,0.3451,4.76,54.71
468,13.29,8.54,35.0,3.02,62.4,0.7769,1.2042,0.2231,4.55,80.72
469,3.78,1.26,15.6,3.67,16.1,0.6064,0.9399,0.3936,2.17,10.56
470,8.1,5.4,105.4,4.11,32.6,0.6469,1.0027,0.3531,5.35,56.73
471,6.85,10.63,43.6,3.39,30.4,0.6157,0.9543,0.3843,4.18,87.87
472,7.69,7.71,78.1,3.34,34.4,0.7136,1.1061,0.2864,2.0,73.14
473,3.43,5.88,93.6,3.76,14.4,0.5703,0.884,0.4297,3.71,47.88
474,3.61,11.3,24.1,4.03,14.7,0.513,0.7952,0.487,4.6,89.93
475,5.34,10.39,95.9,4.11,21.5,0.6308,0.9777,0.3692,3.32,105.1
476,5.66,4.54,113.2,1.61,36.4,0.6182,0.9581,0.3818,6.34,16.42
477,7.13,6.99,90.1,3.17,32.7,0.7241,1.1223,0.2759,2.37,62.42
478,9.33,6.39,58.5,2.15,52.0,0.8124,1.2592,0.1876,2.42,45.03
479,9.62,7.95,106.4,4.08,38.9,0.6995,1.0842,0.3005,3.09,89.49
480,6.94,4.68,68.0,3.45,30.5,0.7103,1.101,0.2897,3.04,45.52
481,6.91,3.69,91.9,2.76,33.9,0.5952,0.9225,0.4048,5.55,22.1
482,4.61,11.04,100.3,2.06,26.2,0.6741,1.0449,0.3259,2.79,60.03
483,9.06,11.16,92.4,2.52,46.6,0.7709,1.1949,0.2291,2.3,86.49
484,5.8,10.28,41.7,3.61,24.9,0.5936,0.9201,0.4064,4.24,87.96
485,2.43,11.76,23.0,2.11,13.7,0.5277,0.818,0.4723,4.54,50.75
486,7.02,9.19,36.2,1.78,43.0,0.6938,1.0753,0.3062,4.46,45.14
487,7.69,9.41,65.3,4.16,30.8,0.6779,1.0508,0.3221,2.66,108.31
488,4.71,9.39,65.6,3.79,19.7,0.6076,0.9418,0.3924,2.94,85.49
489,8.87,6.29,74.1,2.1,50.0,0.7982,1.2371,0.2018,1.92,40.6
490,8.79,6.02,53.5,2.38,46.5,0.7614,1.1802,0.2386,3.04,42.81
491,10.42,3.64,96.6,4.42,40.5,0.6308,0.9778,0.3692,7.13,40.25
492,9.78,8.09,110.4,3.62,41.9,0.7531,1.1673,0.2469,2.44,87.09
493,9.83,4.18,37.1,3.33,44.0,0.758,1.175,0.242,2.3,41.7
494,5.79,3.84,91.0,2.42,30.4,0.6073,0.9413,0.3927,5.88,20.14
495,11.45,7.45,84.6,2.4,60.4,0.8084,1.253,0.1916,2.45,55.59
496,8.59,5.51,67.5,1.62,55.1,0.7823,1.2125,0.2177,1.97,27.35
497,7.18,3.41,30.7,3.69,30.5,0.6755,1.047,0.3245,2.07,33.28
498,9.51,9.98,97.5,1.63,60.8,0.8082,1.2527,0.1918,2.48,51.08
499,6.33,10.47,115.7,1.51,42.0,0.7591,1.1766,0.2409,1.78,47.3
500,8.15,2.84,89.4,3.69,34.7,0.6199,0.9609,0.3801,6.47,25.8
501,10.84,1.08,111.0,4.35,42.5,0.6347,0.9838,0.3653,5.87,13.14
502,12.64,4.7,118.3,3.77,53.1,0.7031,1.0898,0.2969,6.51,49.06
503,13.05,9.77,48.7,2.91,62.4,0.7968,1.235,0.2032,4.55,90.31
504,8.04,10.23,80.2,2.96,38.2,0.7189,1.1144,0.2811,2.87,85.19
505,8.24,2.52,62.1,2.81,40.2,0.6241,0.9674,0.3759,6.75,18.33
506,11.6,9.52,118.5,2.47,60.2,0.8381,1.299,0.1619,1.79,78.56
507,5.77,2.27,20.3,3.07,26.9,0.662,1.0261,0.338,2.35,19.53
508,12.05,5.29,55.4,2.79,58.9,0.8149,1.2631,0.1851,1.64,48.67
509,7.93,11.98,106.3,3.29,35.7,0.7053,1.0932,0.2947,2.18,110.95
510,3.39,3.12,41.2,4.19,13.5,0.5591,0.8666,0.4409,2.61,28.76
511,2.86,2.69,96.7,4.49,11.0,0.4532,0.7024,0.5468,6.54,22.01
512,12.1,5.65,52.1,1.74,75.0,0.8645,1.34,0.1355,1.63,35.12
513,2.67,7.82,117.8,2.65,13.4,0.5475,0.8487,0.4525,2.4,43.92
514,5.37,11.26,107.2,2.04,30.7,0.733,1.1362,0.267,1.58,65.69
515,6.01,11.79,43.1,2.56,30.7,0.6195,0.9603,0.3805,4.57,74.07
516,4.08,1.77,94.7,2.36,21.7,0.5215,0.8083,0.4785,7.33,9.22
517,5.77,2.52,47.1,2.02,33.1,0.6521,1.0107,0.3479,5.06,11.9
518,10.91,9.7,76.7,3.79,45.8,0.7726,1.1975,0.2274,1.8,112.2
519,2.18,3.98,82.4,2.99,10.3,0.4932,0.7645,0.5068,5.86,23.03
520,11.93,10.73,101.3,4.26,47.2,0.7747,1.2007,0.2253,2.53,136.6
521,12.28,8.3,12.7,1.6,79.3,0.7503,1.1629,0.2497,4.59,38.99
522,6.47,2.23,34.2,1.7,40.5,0.7047,1.0923,0.2953,2.92,10.33
523,3.84,10.16,88.3,2.71,19.1,0.5956,0.9232,0.4044,2.76,64.56
524,9.21,2.94,72.0,1.74,57.0,0.6673,1.0344,0.3327,6.36,15.62
525,3.44,5.66,64.5,2.29,18.5,0.6163,0.9553,0.3837,1.49,29.72
526,6.38,7.07,16.1,4.46,24.7,0.5572,0.8636,0.4428,5.18,68.21
527,13.5,6.51,48.3,2.13,75.6,0.8211,1.2727,0.1789,1.88,41.01
528,13.95,8.55,105.2,2.09,78.7,0.8584,1.3305,0.1416,2.02,60.02
529,11.27,8.18,13.4,3.22,51.3,0.6907,1.0705,0.3093,5.62,71.33
530,5.73,11.91,53.6,2.99,27.0,0.6308,0.9777,0.3692,4.0,88.15
531,10.25,11.99,114.0,3.24,46.5,0.7681,1.1906,0.2319,1.94,119.68
532,10.46,6.68,15.6,2.63,52.7,0.7281,1.1286,0.2719,5.27,51.86
533,6.65,2.05,92.5,3.98,27.2,0.5812,0.9009,0.4188,6.89,18.84
534,9.69,9.01,38.3,1.92,57.2,0.7681,1.1906,0.2319,4.63,51.83
535,2.13,11.74,105.3,2.79,10.4,0.5494,0.8515,0.4506,2.6,72.56
536,4.51,4.5,92.1,3.57,19.5,0.5595,0.8672,0.4405,5.63,35.5
537,8.3,6.07,107.4,4.1,33.5,0.6641,1.0294,0.3359,4.38,64.21
538,3.97,5.67,33.8,2.61,20.0,0.5991,0.9287,0.4009,3.45,32.47
539,3.99,1.57,68.4,3.2,18.2,0.5146,0.7976,0.4854,6.54,9.54
540,12.04,8.39,95.7,1.71,75.2,0.8558,1.3265,0.1442,1.92,49.62
541,13.87,4.89,37.0,2.01,79.9,0.8403,1.3025,0.1597,2.19,36.05
542,8.67,9.66,35.4,1.71,54.2,0.7405,1.1478,0.2595,3.99,48.38
543,12.07,10.15,13.0,3.68,51.3,0.6989,1.0833,0.3011,5.18,102.17
544,13.88,10.03,115.4,2.36,73.7,0.8469,1.3127,0.1531,2.11,77.63
545,3.7,5.58,88.1,3.67,15.8,0.5608,0.8692,0.4392,3.8,46.26
546,7.38,4.54,79.9,1.7,46.2,0.6954,1.0779,0.3046,4.03,18.54
547,6.71,9.24,91.8,4.09,27.1,0.6829,1.0584,0.3171,2.47,102.73
548,2.96,9.82,68.5,4.01,12.1,0.5512,0.8544,0.4488,3.34,86.9
549,11.06,6.4,62.4,1.77,68.0,0.826,1.2803,0.174,2.01,37.59
550,7.21,10.82,59.4,1.57,46.9,0.7414,1.1491,0.2586,3.78,49.5
551,7.63,2.58,80.4,1.67,48.2,0.6501,1.0077,0.3499,6.39,11.92
552,3.81,10.67,32.2,4.06,15.4,0.5192,0.8047,0.4808,5.17,89.17
553,4.17,2.06,107.7,2.2,22.9,0.5627,0.8723,0.4373,6.75,8.92
554,12.89,2.69,99.3,3.14,59.3,0.6848,1.0614,0.3152,6.02,25.66
555,2.54,6.87,48.5,2.78,12.4,0.547,0.8479,0.453,2.94,40.76
556,4.79,1.74,73.6,3.89,19.9,0.5308,0.8227,0.4692,7.16,15.37
557,5.5,1.58,25.5,2.97,26.1,0.6503,1.0079,0.3497,3.31,8.43
558,7.88,1.01,117.0,3.0,37.1,0.616,0.9548,0.384,6.68,9.27
559,9.04,5.8,109.3,4.47,34.9,0.6335,0.982,0.3665,4.81,67.08
560,7.92,9.52,111.4,1.95,46.3,0.7736,1.1991,0.2264,1.62,56.82
561,3.01,1.38,46.5,3.99,12.3,0.4763,0.7383,0.5237,6.7,11.23
562,4.92,8.17,28.6,1.66,31.2,0.6654,1.0314,0.3346,3.88,36.43
563,12.12,10.05,33.3,2.93,57.8,0.7419,1.1499,0.2581,4.27,85.51
564,9.65,2.85,19.9,4.16,38.6,0.6761,1.048,0.3239,3.33,32.48
565,9.79,2.62,23.2,3.5,42.8,0.7493,1.1615,0.2507,2.42,25.87
566,10.04,10.47,17.8,3.56,43.5,0.7042,1.0915,0.2958,5.02,102.69
567,11.15,10.05,118.9,2.29,60.2,0.8404,1.3026,0.1596,2.22,78.17
568,2.7,6.93,18.1,2.76,13.3,0.5499,0.8524,0.4501,4.78,42.96
569,6.4,10.01,24.6,2.6,32.4,0.6176,0.9573,0.3824,4.87,62.47
570,8.47,2.02,101.0,3.06,39.5,0.6392,0.9908,0.3608,6.76,14.54
571,6.06,5.34,73.8,2.89,29.1,0.66,1.023,0.34,2.18,39.24
572,12.13,9.12,95.2,2.48,62.9,0.8294,1.2856,0.1706,2.04,75.23
573,7.79,3.83,79.4,2.42,40.9,0.642,0.9951,0.358,5.16,22.0
574,11.22,9.28,107.0,2.25,61.1,0.8106,1.2564,0.1894,1.38,67.48
575,12.22,6.55,80.2,2.6,62.0,0.8108,1.2568,0.1892,1.73,55.56
576,8.06,9.25,67.4,1.95,47.1,0.763,1.1826,0.237,3.41,54.28
577,12.91,6.11,88.4,4.12,52.0,0.7828,1.2133,0.2172,2.85,79.35
578,9.05,5.05,59.2,3.31,40.6,0.7444,1.1538,0.2556,1.5,48.64
579,12.2,3.41,48.1,1.9,72.3,0.8173,1.2669,0.1827,1.94,20.63
580,6.09,3.29,61.4,3.58,26.3,0.6044,0.9369,0.3956,4.46,26.7
581,7.99,9.27,28.7,4.04,32.4,0.6278,0.9731,0.3722,5.24,94.49
582,8.38,2.31,97.6,2.21,46.0,0.6632,1.028,0.3368,6.43,12.24
583,3.26,1.95,38.7,1.95,19.1,0.5742,0.89,0.4258,5.52,9.14
584,6.78,2.94,26.9,1.53,44.8,0.7705,1.1943,0.2295,2.35,13.55
585,13.01,2.93,37.1,1.64,82.9,0.8627,1.3372,0.1373,2.36,14.82
586,9.57,10.05,102.6,3.79,40.2,0.6968,1.0801,0.3032,1.5,103.95
587,4.13,5.38,46.3,4.46,16.0,0.5631,0.8727,0.4369,2.72,55.53
588,6.07,11.89,85.5,1.63,38.7,0.7334,1.1367,0.2666,2.69,56.66
589,4.3,2.51,104.2,3.74,18.1,0.5141,0.7969,0.4859,6.85,17.58
590,2.3,8.19,18.6,1.72,14.3,0.5158,0.7995,0.4842,4.61,29.1
591,13.13,5.94,94.2,3.28,59.2,0.8052,1.2481,0.1948,3.33,61.68
592,7.38,5.32,43.8,3.77,31.0,0.7008,1.0863,0.2992,2.59,60.73
593,5.69,10.63,33.8,2.58,28.9,0.6225,0.9648,0.3775,4.51,67.81
594,9.18,11.73,85.8,1.53,60.6,0.7936,1.23,0.2064,2.94,55.83
595,2.09,10.6,110.1,3.29,9.4,0.5434,0.8423,0.4566,1.92,76.94
596,5.34,3.12,42.5,4.47,20.6,0.6235,0.9664,0.3765,2.15,31.58
597,10.44,3.43,72.6,2.27,56.5,0.7375,1.1431,0.2625,6.07,22.86
598,9.61,8.22,41.9,2.07,54.5,0.7588,1.1761,0.2412,4.15,53.97
599,13.78,4.18,71.0,1.87,82.2,0.837,1.2973,0.163,3.46,25.71
600,9.44,9.08,78.4,3.17,43.3,0.7625,1.1819,0.2375,2.56,84.05
